web-scraper-order;web-scraper-start-url;produit;marque;taille;prix
1736613405-865;https://www.geantdrive.tn/tunis-city/10-boissons;Vodka;BELVEDERE;75CL Lemon & Basilic...;234.900 DT
1736613405-866;https://www.geantdrive.tn/tunis-city/10-boissons;Vodka;BELVEDERE;75CL Pear & Ginger...;234.900 DT
1736613405-867;https://www.geantdrive.tn/tunis-city/10-boissons;Cognac;MARTELL VS;70CL;235.000 DT
1736613405-868;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;CHIVAS REGAL;70CL;238.900 DT
1736613405-869;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;JAMESON;100CL Black barrel;245.000 DT
1736613405-870;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;JOHNIE WALKER;1L Black label sherry...;257.500 DT
1736613405-871;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;JACK DANIEL'S;1 L;266.000 DT
1736613405-872;https://www.geantdrive.tn/tunis-city/10-boissons;Rhum;HAVANA CLUB;70CL 7 Years;267.790 DT
1736613405-873;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;CHIVAS REGAL;1 L;268.990 DT
1736613405-874;https://www.geantdrive.tn/tunis-city/10-boissons;Vodka;CIROC;70CL 40D;273.800 DT
1736613405-875;https://www.geantdrive.tn/tunis-city/10-boissons;Vodka;GREY GOOSE;1 L Original;275.990 DT
1736613405-876;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;MONKEY SHOULDER;70CL 40D;281.800 DT
1736613405-877;https://www.geantdrive.tn/tunis-city/10-boissons;Vodka;ROBERTO CAVALLI;1 L Nature;297.000 DT
1736613405-878;https://www.geantdrive.tn/tunis-city/10-boissons;Vodka;ROBERTO CAVALLI;1L Coffee;297.000 DT
1736613405-879;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;JACK DANIEL'S;70CL Gentelman jack;299.000 DT
1736613405-880;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;JOHNNIE WALKER;1L 100;315.000 DT
1736613405-881;https://www.geantdrive.tn/tunis-city/10-boissons;Vodka;CIROC;1L;329.990 DT
1736613405-882;https://www.geantdrive.tn/tunis-city/10-boissons;Champagne;BRUT;75CL Varnier-Fanniere...;349.000 DT
1736613405-883;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;JOHNNIE WALKER;1 L;349.000 DT
1736613405-884;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;CHIVAS REGAL;70CL XV;365.900 DT
1736613405-885;https://www.geantdrive.tn/tunis-city/10-boissons;Champagne;BRUT;75CL Varnier-Fanniere...;429.000 DT
1736613405-886;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;CHIVAS REGAL;1L XV;440.000 DT
1736613405-887;https://www.geantdrive.tn/tunis-city/10-boissons;Vodka;GREY GOOSE;1.5L;450.000 DT
1736613405-888;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;CARDHU;1L;459.000 DT
1736613405-889;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;JOHNNIE WALKER;1L Gold label reserve;469.000 DT
1736613405-890;https://www.geantdrive.tn/tunis-city/10-boissons;Champagne;MOÊT & CHANDON;Rosé impérial;480.000 DT
1736613405-891;https://www.geantdrive.tn/tunis-city/10-boissons;Whisky;CHIVAS REGAL;70CL 18 YO;489.000 DT
