web-scraper-order,web-scraper-start-url,base,produit,marque,taille,prix
"1736678009-1","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage fondu râpé","FROMY","Le sachet de 1kg","30
            dt
            490"
"1736678009-2","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage gruyère","MAJESTE","Au Kg","55
            dt
            900"
"1736678009-3","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Lait demi-écrémé U.H.T","DÉLICE","La brique de 1L","1
            dt
            350"
"1736678009-4","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Beurre extra fin","VITALAIT","La plaquette de 100g","3
            dt
            350"
"1736678009-5","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Œufs blancs frais","N°1","Le plateau de 15 oeufs","6
            dt
            790"
"1736678009-6","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Yaourt à la grecque Oikos nature","DÉLICE DANONE","Le pot de 100g","0
            dt
            950"
"1736678009-7","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Œufs frais jaune-orange","N°1","Le plateau de 30 oeufs","13
            dt
            700"
"1736678009-8","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage frais à tartiner Milkana Tarti'frais","DÉLICE","La barquette de 240g","5
            dt
            450"
"1736678009-9","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Crème dessert chocolat Danette","DÉLICE DANONE","Le pot de 100g","0
            dt
            700"
"1736678009-10","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage Goutta du Nord","DÉLICE","Le pot de 330g","6
            dt
            100"
"1736678009-11","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage râpé au gruyère","DÉLICE","Le sachet de 120g","4
            dt
            840"
"1736678009-12","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage et biscuits croustillants Goûter","PRÉSIDENT","Le paquet de 4 portions","3
            dt
            100"
"1736678009-13","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Œufs frais Oméga 3","EL MAZRAA","La boite de 6 oeufs","4
            dt
            390"
"1736678009-14","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Œufs frais","N°1","Le plateau de 30 œufs","13
            dt
            000"
"1736678009-15","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage râpé 100%  Emmental","LAND'OR","Le sachet de 150g","8
            dt
            980"
"1736678009-16","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage blanc fondu Carré","PRÉSIDENT","Le paquet de 12 pièces","4
            dt
            990"
"1736678009-17","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage en tranches hamburger","LAND'OR","Le paquet de 5 pièces","2
            dt
            940"
"1736678009-18","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage râpé spécial gratin","PRÉSIDENT","Le sachet de 110g","5
            dt
            400"
"1736678009-19","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage fondu spécial hamburger","CARREFOUR","Le sachet de 10 tranches","4
            dt
            190"
"1736678009-20","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage râpé à l'emmental","CARREFOUR","Le sachet de 320g","10
            dt
            290"
"1736678009-21","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage râpé fondant à l'emmental","CARREFOUR","Le sachet de 120g","4
            dt
            290"
"1736678009-22","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Préparation alimentaire râpée","N°1","Le sachet de 50g","1
            dt
            050"
"1736678009-23","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Préparation alimentaire râpée","N°1","Le sachet de 120g","2
            dt
            050"
"1736678009-24","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage fondu à tartiner","CARREFOUR","La boite de 24 portions","7
            dt
            490"
"1736678009-25","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Préparation alimentaire fondu","N°1","La boite de 24 portions","3
            dt
            190"
"1736678009-26","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage mozzarella 100 % lait","","Au kg","45
            dt
            500"
"1736678009-27","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Fromage fondu au cheddar","LE FONDANT","Le paquet de 24 slices","4
            dt
            790"
"1736678009-28","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Yaourt gourmant Oikos tarte au citron","DÉLICE DANONE","Le pot de 100g","1
            dt
            190"
"1736678009-29","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Yaourt Gourmant Oikos Banoffee","DÉLICE DANONE","Le pot de 100g","1
            dt
            190"
"1736678009-30","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","","Beurre extra fin","VAGA","Au kg","45
            dt
            300"
"1736678019-31","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt à boire aux fruits des bois Max","DÉLICE DANONE","Le pot de 330g","1
            dt
            760"
"1736678019-32","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt à boire vanille Max","DÉLICE DANONE","Le pot de 330g","1
            dt
            760"
"1736678019-33","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt à boire fraise Max","DÉLICE DANONE","Le pot de 330g","1
            dt
            760"
"1736678019-34","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Fromage edam rouge","VAGA DAIRY","","55
            dt
            900"
"1736678019-35","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Fromage frais au poivre Rondelé","PRÉSIDENT","La boite de 90g","3
            dt
            300"
"1736678019-36","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Fromage frais ail & fines herbes Rondelé","PRÉSIDENT","Le pot de 110g","4
            dt
            940"
"1736678019-37","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Tomme de Bizerte","LE FORT","Au Kg","56
            dt
            900"
"1736678019-38","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Crème de cuisson","STREET & CO","La bouteille de 400g","4
            dt
            890"
"1736678019-39","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Sauce cheddar","STREET & CO","La bouteille de 425g","9
            dt
            480"
"1736678019-40","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Fromage mozzarelle Boccon","FIORE","Le sachet de 125g net","7
            dt
            620"
"1736678019-41","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt brassé caramel banane","VITALAIT","Le pot de 70g","0
            dt
            420"
"1736678019-42","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Fromage Pecorino","DUVRAI","Au kg","59
            dt
            600"
"1736678019-43","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt brassé au quinoa et aux ananas Blendy","DÉLICE DANONE","Le pot de 120g","1
            dt
            120"
"1736678019-44","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt à boire To Go fraise banane","YAB","La bouteille de 100g","1
            dt
            140"
"1736678019-45","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt brassé saveur biscuit vanille","YAB","Le pot de 70g","0
            dt
            430"
"1736678019-46","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt brassé saveur biscuit fraise","YAB","Le pot de 70g","0
            dt
            430"
"1736678019-47","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt brassé saveur biscuit citron","YAB","Le pot de 70g","0
            dt
            430"
"1736678019-48","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Boisson lactée Danao farise banane","DÉLICE DANONE","La brique de 20cl","0
            dt
            990"
"1736678019-49","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Fromage à tartiner nature","ST MORET","La barquette de 130g","4
            dt
            990"
"1736678019-50","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Crème dessert montagne de goût chocolat noisette","NATILAIT","Le pot de 100g","0
            dt
            930"
"1736678019-51","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Lait fermenté ""Leben"" aux probiotiques","NATILAIT","La bouteille de 420g","1
            dt
            780"
"1736678019-52","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt à boire céréales banane Natiyo","NATILAIT","La bouteille de 260g","1
            dt
            200"
"1736678019-53","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt à boire pêche abricot Natiyo","NATILAIT","La bouteille de 330g","1
            dt
            490"
"1736678019-54","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt aux fruits mûre et myrtille","NATILAIT","Le pot de 100g","0
            dt
            870"
"1736678019-55","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt aux fruits pêche abricot","NATILAIT","Le pot de 100g","0
            dt
            870"
"1736678019-56","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt aux fruits fraise","NATILAIT","Le pot de 100g","0
            dt
            870"
"1736678019-57","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt à boire citron Natiyo","NATILAIT","La bouteille de 260g","1
            dt
            200"
"1736678019-58","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt brassé à la vanille","NATILAIT","Le pot de 100g","0
            dt
            620"
"1736678019-59","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt brassé à la fraise","NATILAIT","Le pot de 100g","0
            dt
            620"
"1736678019-60","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=2","Yaourt à boire pomme menthe Natiyo","NATILAIT","La bouteille de 260g","1
            dt
            200"
"1736678026-61","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Yaourt à boire Tropic Natiyo","NATILAIT","La bouteille de 260g","1
            dt
            200"
"1736678026-62","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Lait entier U.H.T","NATILAIT","Le paquet de 1L","2
            dt
            500"
"1736678026-63","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Yaourt à boire pêche vanille","NATILAIT","La bouteille de 160g","0
            dt
            950"
"1736678026-64","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Crème de cuisson","STREET & CO","La bouteille de 950ml","10
            dt
            990"
"1736678026-65","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage Gouda","VAGA DAIRY Co","Au kg","55
            dt
            900"
"1736678026-66","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage camembert traditionnel","DUVRAI","Au kg
Au lait Pasteurisé","53
            dt
            400"
"1736678026-67","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage fondu sucette Fromagy","DÉLICE","La sucette de 20g","0
            dt
            950"
"1736678026-68","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Yaourt brassé Granola Chocolat Mix & Go Blendy","DÉLICE DANONE","Le pot de 120g","2
            dt
            580"
"1736678026-69","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage FETA","DUVRAI","Au Kg","41
            dt
            900"
"1736678026-70","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage Whey pro protéines goût framboise","MAJESTE","Le pot de 280ml","5
            dt
            990"
"1736678026-71","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage Whey pro protéines goût vanille","MAJESTE","Le pot de 280ml","5
            dt
            990"
"1736678026-72","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage Whey pro protéines goût café","MAJESTE","Le pot de 280ml","5
            dt
            990"
"1736678026-73","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Créme fraiche  top chef","DÉLICE","","2
            dt
            490"
"1736678026-74","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Yaourt chocolat liégeois","VITALAIT","Le pot de 12cl","0
            dt
            840"
"1736678026-75","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage à raclette à la truffe","DUVRAI","Au kg","71
            dt
            300"
"1736678026-76","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage à raclette fumé","DUVRAI","Au kg","66
            dt
            300"
"1736678026-77","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage à raclette nature","DUVRAI","Au kg","61
            dt
            200"
"1736678026-78","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage gouda à l'ail noir","DUVRAI","Au Kg","72
            dt
            600"
"1736678026-79","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Yaourt brassé aux poires et graines de lin Blendy","DÉLICE DANONE","Le pot de 120g","1
            dt
            140"
"1736678026-80","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Pack yaourt brassé","VITALAIT","Le pack de 12 pièces de 70g","4
            dt
            980"
"1736678026-81","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Œufs jaune orange","OVOLINA","Le plateau de 15 œufs","7
            dt
            790"
"1736678026-82","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage fondu spécial hamburger","LAND'OR","Le sachet de 20 pièces","10
            dt
            000"
"1736678026-83","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Œufs d'or","EL MAZRAA","Le plateau de 30 oeufs
Oeufs frais de poules nourries avec une alimentation végétale","14
            dt
            250"
"1736678026-84","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage fondu à tartiner Tarti doux","MAJESTE","Pot de 250g","5
            dt
            640"
"1736678026-85","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Yaourt brassé mamzouj citron vert","DÉLICE DANONE","Le pot de 100g","0
            dt
            600"
"1736678026-86","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Œufs frais jaune-jaune junior","OVOLINA","Le plateau de 30 Œufs
À conserver dans un endroit frais et à l’abri des mauvaises odeurs","12
            dt
            280"
"1736678026-87","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Yaourt à boire pêche abricot TipTop","Y'AB","Le pot de 350g","1
            dt
            770"
"1736678026-88","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Yaourt à la grecque Oikos pomme kiwi","DÉLICE DANONE","Le pot de 100g","0
            dt
            960"
"1736678026-89","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage mozzarella","SOUANI","le sachet de 200g","9
            dt
            990"
"1736678026-90","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=3","Fromage camembert Couteaux & Plateaux","SOUANI","Le paquet de 150g","11
            dt
            000"
"1736678032-91","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Crème dessert Plaisir caramel chocolat","Y'AB","Le pot de 100g","0
            dt
            830"
"1736678032-92","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Fromage frais","TARTIDOUX","Le paquet de 150g","3
            dt
            880"
"1736678032-93","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Boisson lactée pomme kiwi mangue","STIAL","La bouteille de 250g","1
            dt
            150"
"1736678032-94","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Compote pomme abricot","LA FRUITIÈRE","Le pot de 130g","3
            dt
            850"
"1736678032-95","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Compote de pomme fraise","LA FRUITIÈRE","Le pot de 130g","3
            dt
            850"
"1736678032-96","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Compote de pomme","LA FRUITIÈRE","Le pot de 130g","3
            dt
            850"
"1736678032-97","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Compote pomme banane","LA FRUITIÈRE","Le pot de 130g","3
            dt
            850"
"1736678032-98","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt brassé aux fruits secs","VITALAIT","Le pot de 100g","0
            dt
            840"
"1736678032-99","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt à boire saveur granola","VITALAIT","La bouteille de 260g","1
            dt
            210"
"1736678032-100","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt à boire Ptit délice fraise","VITALAIT","La bouteille de 105g","0
            dt
            780"
"1736678032-101","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt à boire Ptit délice banane biscuit","DÉLICE DANONE","La bouteille de 105g","0
            dt
            780"
"1736678032-102","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt à boire Danao pêche abricot","DÉLICE DANONE","La bouteille de 250g","1
            dt
            150"
"1736678032-103","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt à boire Danup vanille","DÉLICE DANONE","La bouteille de 420g","2
            dt
            000"
"1736678032-104","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt à boire Danup fraise","DÉLICE DANONE","La bouteille de 420g","2
            dt
            000"
"1736678032-105","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Fromage fondu à tartiner Tarti doux","MAJESTE","La boîte de 400g","6
            dt
            490"
"1736678032-106","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt à boire vit'up chwingum","VITALAIT","Le pot de 110g","0
            dt
            810"
"1736678032-107","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt à boire max aux fruits des bois","NATILAIT","Le pot de 330g","1
            dt
            490"
"1736678032-108","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt le brassé saveur fraise","VITALAIT","Le pot de 100g","0
            dt
            840"
"1736678032-109","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Mini sorbets Chocolat Trio + Chocolat Belge + Glace Noisette","LONDON DAIRY","Le pack de 6 sticks de 60ml","21
            dt
            000"
"1736678032-110","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Minis sorbets pêche abricot, myrtille et pina Colada","LONDON DAIRY","Le pack de 6 sticks de 60ml","21
            dt
            000"
"1736678032-111","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Escalope  de dinde panée","EL MAZRAA","Le sachet de 280 g","11
            dt
            990"
"1736678032-112","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Yaourt à boire vit'up fraise","VITALAIT","La bouteille de 260g","1
            dt
            210"
"1736678032-113","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Smoothie 3P","DÉLICE","La bouteille de 20cl, saveurs pomme pêche et poire","1
            dt
            050"
"1736678032-114","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Smoothie saveur exotique","DÉLICE","La bouteille de 20cl, saveurs pomme banane et mangue","1
            dt
            050"
"1736678032-115","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Boisson lactée choco caramel Délishake","DÉLICE","La bouteille de 20cl","1
            dt
            050"
"1736678032-116","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Salami de dinde","CHAHIA","Le boyau de200g","2
            dt
            790"
"1736678032-117","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Lait sans lactose","DÉLICE","La bouteille de 1L","2
            dt
            550"
"1736678032-118","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Œufs Ovolina frais jaune orange","OVOLINA","Le plateau de 30 Œufs À conserver dans un endroit frais et à l’abri des mauvaises odeurs","12
            dt
            690"
"1736678032-119","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Œufs frais omega 3","OVOLINA","Le plateau de 30 Œufs","17
            dt
            630"
"1736678032-120","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=4","Petit poids","PINGUIN","Le sachet de 450g","11
            dt
            290"
"1736678038-121","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=5","Yaourt brassé ananas","VITALAIT","Le pot de 100g","0
            dt
            840"
"1736678038-122","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=5","Yaourt brassé pêche abricot","VITALAIT","Le pot de 100g","0
            dt
            840"
"1736678038-123","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=5","Pâte Feuilletée surgelée","BELLINI","Le paquet de 250g","5
            dt
            250"
"1736678038-124","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=5","Fromage Reblochon","LE FORT","Au kg","55
            dt
            900"
