web-scraper-order,web-scraper-start-url,base,produit,marque,taille,prix
"1736678049-196","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Yaourt étuvé citron","NATILAIT","Le pot de 100g","0
            dt
            540"
"1736678049-197","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Compote Fruteez pomme nature","FRESH FRUIT","La bouteille de 90ml","2
            dt
            290"
"1736678049-198","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Œufs de caille","CHAHIA","Le plateau de 12 pièces","5
            dt
            790"
"1736678049-199","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Fromage Mozzarella 100% lait","SOUANI","Au Kg","52
            dt
            800"
"1736678049-200","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Yaourt à boire Danup Mojito Menthe","DÉLICE DANONE","La bouteille de 260g","1
            dt
            220"
"1736678049-201","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Fromage Mozzarella cerises","SOUANI","Au Kg","49
            dt
            600"
"1736678049-202","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Yaourt à la grecque Oikos citron","DÉLICE DANONE","Le pot de 100g","0
            dt
            950"
"1736678049-203","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Fromage rouge Edam","LE FERMIER","Au Kg","43
            dt
            990"
"1736678049-204","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Saucisson à l'ail fumé","MLIHA","Au Kg","34
            dt
            800"
"1736678049-205","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Yaourt fruits exotiques","NATILAIT","Le pot de 100g","0
            dt
            540"
"1736678049-206","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Yaourt aromatisé fruits des bois","NATILAIT","Le pot de 100g","0
            dt
            540"
"1736678049-207","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Yaourt aromatisé pêche abricot","NATILAIT","Le pot de 100g","0
            dt
            540"
"1736678049-208","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Yaourt aromatisé noix de coco","NATILAIT","Le pot de 100g","0
            dt
            540"
"1736678049-209","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Yaourt aromatisé fraise","NATILAIT","Le pot de 100g","0
            dt
            540"
"1736678049-210","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=7","Yaourt aromatisé vanille","NATILAIT","Le pot de 100g","0
            dt
            540"
"1736678054-211","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Yaourt nature","NATILAIT","Le pot de 100g","0
            dt
            540"
"1736678054-212","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Crème dessert à boire choco-nuts Plaisir","Y'AB","La bouteille de 260g","1
            dt
            520"
"1736678054-213","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Lait caillé ""raieb""","NATILAIT","La brique de 350g","1
            dt
            490"
"1736678054-214","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Yaourt aromatisé banane","NATILAIT","Le pot de 100g","0
            dt
            540"
"1736678054-215","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage à l'Emmental","TOAST","Au Kg","78
            dt
            200"
"1736678054-216","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage Paella","PIZELLA","Au Kg","21
            dt
            600"
"1736678054-217","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Préparation alimentaire râpé fondu à la Mozzarella","MONT REGAL","MONTREGAL","33
            dt
            900"
"1736678054-218","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Mozzarella traditionnelle","MERIAH","Au Kg","54
            dt
            600"
"1736678054-219","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Ricotta","MAJESTE","Au Kg","14
            dt
            600"
"1736678054-220","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage sicilien affiné","MAJESTE","Au Kg","51
            dt
            600"
"1736678054-221","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage gouda jaune","MAJESTE","Au Kg","50
            dt
            900"
"1736678054-222","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage edam","MAJESTE","Au Kg","50
            dt
            900"
"1736678054-223","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage râpé à l'Emmental","LAND'OR","Au Kg","36
            dt
            400"
"1736678054-224","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage au Gruyère","LAND'OR","Au Kg","33
            dt
            700"
"1736678054-225","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage au Cheddar","LAND'OR","Au Kg","33
            dt
            700"
"1736678054-226","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage râpé au Cheddar","LAND'OR","Au Kg","36
            dt
            400"
"1736678054-227","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage edam 100% lait",".","Au Kg","57
            dt
            400"
"1736678054-228","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage Gruyère sans sel","","Au Kg","64
            dt
            900"
"1736678054-229","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Bûche de chèvre blanc","","Au Kg","106
            dt
            400"
"1736678054-230","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage Bleu","","Au Kg","88
            dt
            990"
"1736678054-231","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage edam meule","LE FORT","Au Kg","48
            dt
            600"
"1736678054-232","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage gouda jaune","LE FORT","Au Kg","48
            dt
            600"
"1736678054-233","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage extra edam meule","","Au Kg","59
            dt
            900"
"1736678054-234","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage au gruyère","","Au Kg","79
            dt
            400"
"1736678054-235","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage râpé au Gruyère","","Au Kg","32
            dt
            800"
"1736678054-236","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage au gruyère","","Au Kg","34
            dt
            900"
"1736678054-237","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage au cheddar","","Au Kg","34
            dt
            900"
"1736678054-238","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage meule pyrénée","","Au Kg","37
            dt
            400"
"1736678054-239","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage fondant râpé","","Au Kg","13
            dt
            300"
"1736678054-240","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=8","Fromage pour pizza cheese","","Au Kg","25
            dt
            200"
"1736678060-241","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Fromage Mozzarella pour pizza","LAND'OR","Au Kg","16
            dt
            800"
"1736678060-242","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Préparation alimentaire râpé à la Mozzarella","FROMY","Au Kg","17
            dt
            600"
"1736678060-243","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Préparation alimentaire à la Mozzarella fino","FROMY","Au Kg","16
            dt
            990"
"1736678060-244","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Préparation alimentaire","DAILY","Au Kg","24
            dt
            900"
"1736678060-245","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Fromage cheddar fondu","","Au Kg","35
            dt
            200"
"1736678060-246","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Fromage gruyère fondu","","Au Kg","35
            dt
            400"
"1736678060-247","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Saucisson traditionnel","EL MAZRAA","Au Kg","37
            dt
            800"
"1736678060-248","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Multipack Mini glace aux amandes et caramel gold","MAGNUM","Le paquet de 6 bâtonnets - 361 ml","27
            dt
            990"
"1736678060-249","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Multipack Mini glace aux amandes et cookies","MAGNUM","Le paquet de 6 bâtonnets - 345ml","29
            dt
            990"
"1736678060-250","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Multipack Mini glace aux amandes et blanc","MAGNUM","Le paquet de 6 bâtonnets - 345ml","26
            dt
            900"
"1736678060-251","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Glace aux cookies","MAGNUM","Le stick de 95ml","6
            dt
            200"
"1736678060-252","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Glace Magnum double caramel","MAGNUM","Le stick de 95ml","6
            dt
            200"
"1736678060-253","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Glace double chocolat","MAGNUM","Le stick de 95ml","6
            dt
            200"
"1736678060-254","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Glace Magnum aux amandes","MAGNUM","Le stick de 100ml Glace enrobée de chocolats au lait aux éclats d’amandes.","5
            dt
            900"
"1736678060-255","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Glace stick Classic","MAGNUM","Le stick de 100ml","5
            dt
            900"
"1736678060-256","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Glace vanille fraise","SELJA","Le bac de 900ml","12
            dt
            790"
"1736678060-257","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Glace café vanille","SELJA","Le bac de 900ml","12
            dt
            790"
"1736678060-258","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Glace vanille chocolat twin BOULE D'OR","SELJA","Le bac de 900ml","12
            dt
            790"
"1736678060-259","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Crème fraîche","DÉLICE","La bouteille de 22 Cl","3
            dt
            050"
"1736678060-260","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Lait caillé ""Raieb""","VITALAIT","Le paquet de 450g","1
            dt
            490"
"1736678060-261","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Lait fermenté ""Leben""","VITALAIT","Le paquet de 450g","1
            dt
            490"
"1736678060-262","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Yaourt dessert zgougou","NATILAIT","Le pot de 100g","0
            dt
            930"
"1736678060-263","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Préparation alimentaire fondu","TARTI'FRO","La boite de 24 portions","3
            dt
            980"
"1736678060-264","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Fromage Gruyère","LA CAVE A FROMAGE","Au Kg","63
            dt
            200"
"1736678060-265","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Fromage râpé mozzarella 100% lait","MAJESTE","Au Kg","43
            dt
            900"
"1736678060-266","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Fromage frais de 200g","PUCK","La boite de 200g","9
            dt
            690"
"1736678060-267","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Fromage brie de Tebourba","SOUANI","Au Kg","61
            dt
            900"
"1736678060-268","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Fromage sans sel","MERIAH","Au Kg","43
            dt
            500"
"1736678060-269","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Chorizo","MLIHA","Au Kg","30
            dt
            500"
"1736678060-270","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=9","Crème dessert 2+1 Gratuit","","Le pack de 3 sachets chocolat pistache","2
            dt
            090"
"1736678066-271","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Fromage maasdam Hollande","","Au Kg","74
            dt
            900"
"1736678066-272","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Glace au chocolat blanc de 125ml","ICE VEGAS","Le pot de 125ml","3
            dt
            690"
"1736678066-273","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Glace au yaourt glacé","ICE VEGAS","Le pot de 125ml","3
            dt
            690"
"1736678066-274","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Glace sorbet kiwi banane","ICE VEGAS","Le pot de 125ml","3
            dt
            690"
"1736678066-275","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Glace Brownies","ICE VEGAS","Le pot de 125ml","3
            dt
            690"
"1736678066-276","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Hamburger de dinde","MLIHA","Le paquet de 320g","12
            dt
            390"
"1736678066-277","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Cordon bleu","MLIHA","MLIHA","12
            dt
            500"
"1736678066-278","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Chicken Nuggets","MLIHA","Le paquet de 220g","8
            dt
            190"
"1736678066-279","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Chicken Nuggets","MLIHA","Le sachet de 420g","11
            dt
            190"
"1736678066-280","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Yaourt à boire chocolat Plaisir","Y'AB","La bouteille de 160g","1
            dt
            140"
"1736678066-281","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Préparation alimentaire à la mozzarella Pizzatella","MAJESTE","Le sachet de 120g","1
            dt
            990"
"1736678066-282","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Préparation alimentaire à la mozzarella Pizzatella","MAJESTE","Les 500g","6
            dt
            190"
"1736678066-283","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","4 Fromages râpés Rap'cheez","MAJESTE","Le sachet de 1Kg","42
            dt
            990"
"1736678066-284","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Fromage râpé au gruyère","MAJESTE","Le sachet de 100g","6
            dt
            180"
"1736678066-285","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Formage mozzarella","MAJESTE","La tranche de 130g","6
            dt
            090"
"1736678066-286","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Fromage Gouda jaune","MAJESTE","La tranche de 80g","4
            dt
            390"
"1736678066-287","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Fromage Edam rouge","MAJESTE","La tranche de 80g","4
            dt
            290"
"1736678066-288","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Fromage sicilien affiné","MAJESTE","La tranche de 80g","4
            dt
            290"
"1736678066-289","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Fromage râpé à l'emmental","PRÉSIDENT","Au Kg","37
            dt
            600"
"1736678066-290","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Fromage Gruyère","SOUANI","Au Kg","64
            dt
            900"
"1736678066-291","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Fromage Chantale noire","LE FERMIER","Au Kg","45
            dt
            200"
"1736678066-292","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Fromage râpé au gruyère 100% lait","MAJESTE","Au Kg","55
            dt
            900"
"1736678066-293","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Fromage salé Sicilien","BOUCHIBA","Au Kg","37
            dt
            200"
"1736678066-294","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Glace stick à la mangue","LONDON DAIRY","La pièce de 110ml","4
            dt
            690"
"1736678066-295","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Glace stick Raspberry","LONDON DAIRY","La pièce de 110ml","4
            dt
            690"
"1736678066-296","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Glace stick aux amandes","LONDON DAIRY","La pièce de 110ml","4
            dt
            690"
"1736678066-297","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Glace stick belgian chocolaté","LONDON DAIRY","La pièce de 110ml","4
            dt
            690"
"1736678066-298","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Yaourt à boire Natiyo pomme","NATILAIT","La bouteille de 160g","0
            dt
            940"
"1736678066-299","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Yaourt à boire Natiyo tropical guarana","NATILAIT","La bouteille de 160g","0
            dt
            940"
"1736678066-300","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=10","Crème dessert au chocolat cacao","VITALAIT","Le pot de 100g","0
            dt
            780"
"1736678071-301","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Ricotta","BOUCHIBA","Au Kg","19
            dt
            900"
"1736678071-302","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Fromage mozzarella","LAND'OR","Au Kg","43
            dt
            300"
"1736678071-303","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Margarine","GOLDINA","La barquette de 200g","2
            dt
            090"
"1736678071-304","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Salami de dinde","COCORICO","La barquette de 400g","3
            dt
            240"
"1736678071-305","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Préparation alimentaire râpé","TARTI'FRO","Le sachet de 1Kg","9
            dt
            490"
"1736678071-306","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Glace à la vanille OLA","OLA","Le pot de 900ml","11
            dt
            980"
"1736678071-307","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Glace à la pistache OLA","OLA","Le pot de 900ml","11
            dt
            980"
"1736678071-308","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Glace à la fraise OLA","OLA","Le pot de 900ml","11
            dt
            980"
"1736678071-309","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Fromage fondu à tartiner","FROMY","La boite de 48 portions enrichies en calcium et vitamines D","14
            dt
            590"
"1736678071-310","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Épinard haché","VIRTO","Le sachet de 400g","8
            dt
            490"
"1736678071-311","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Glace au citron OLA","OLA","Le pot de 900ml","11
            dt
            980"
"1736678071-312","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Glace au chocolat OLA","OLA","Le pot de 900ml","11
            dt
            980"
"1736678071-313","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Glace tiramisu","LONDON DAIRY","Le pot de 500g","13
            dt
            990"
"1736678071-314","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Glace Strawberry cheese cake","LONDON DAIRY","Le pot de 500g","13
            dt
            990"
"1736678071-315","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html","https://www.carrefour.tn/default/mes-courses-alimentaires/cremerie.html?p=11","Yaourt à boire Vit'up fruit de dragon","VITALAIT","La bouteille de 160g","0
            dt
            950"
