web-scraper-order,web-scraper-start-url,base,produit,marque,taille,prix
"1736675805-714","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=12","Corne flakes","SANTE","","13
            dt
            580"
"1736675805-715","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=12","Lot de 2 boites de 350g de de chamia aux amandes","","Le lot de 2 pièces",""
"1736675805-716","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=12","Lot de 2 boites de 350g de de chamia aux amandes","","","17
            dt
            450"
"1736675805-717","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=12","Beurre de cacahuètes","POKITO","Le pot de 180g",""
"1736675805-718","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=12","Beurre de cacahuètes","POKITO","","9
            dt
            890"
"1736675805-719","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=12","Biscuit P'tit Matin aux céréales complètes","LBM","Le paquet de115g",""
"1736675805-720","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=12","Biscuit P'tit Matin aux céréales complètes","LBM","","1
            dt
            570"
"1736675811-721","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Biscuit Palet au beurre","SAÏDA","Le paquet de 90g",""
"1736675811-722","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Biscuit Palet au beurre","SAÏDA","","1
            dt
            830"
"1736675811-723","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Lot de 10 Gaucho tout choco de 16.5g","SAÏDA","Le lot de 10 pièces",""
"1736675811-724","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Lot de 10 Gaucho tout choco de 16.5g","SAÏDA","","2
            dt
            910"
"1736675811-725","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Brownie fondant","SAÏDA","Le sachet de 60g",""
"1736675811-726","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Brownie fondant","SAÏDA","","0
            dt
            790"
"1736675811-727","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Biscuit Oreo original","OREO","Le sachet de 57g",""
"1736675811-728","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Biscuit Oreo original","OREO","","2
            dt
            050"
"1736675811-729","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Biscuit LOOPI cœur fondant","SAÏDA","SAÏDA",""
"1736675811-730","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Biscuit LOOPI cœur fondant","SAÏDA","","1
            dt
            270"
"1736675811-731","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Café pur arôme intense","BONDIN","Le paquet de 250g",""
"1736675811-732","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Café pur arôme intense","BONDIN","","9
            dt
            250"
"1736675811-733","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Céréales grain d'or cacao","GRAIN D'OR","Le paquet de 600g",""
"1736675811-734","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Céréales grain d'or cacao","GRAIN D'OR","","9
            dt
            580"
"1736675811-735","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé noir","SYLANE","Le sachet de 150g",""
"1736675811-736","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé noir","SYLANE","","4
            dt
            200"
"1736675811-737","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Crème à tartiner aux noisettes et au cacao","VANOISE","Le pot de 1Kg dont 100g gratuit",""
"1736675811-738","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Crème à tartiner aux noisettes et au cacao","VANOISE","","14
            dt
            300"
"1736675811-739","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé vert bourgeon","ADDIWEN","Le sachet de 250g",""
"1736675811-740","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé vert bourgeon","ADDIWEN","","3
            dt
            000"
"1736675811-741","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Levure sèche instantanée","SMART CHEF","Le paquet de 5 pièces",""
"1736675811-742","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Levure sèche instantanée","SMART CHEF","","1
            dt
            770"
"1736675811-743","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Bonbons gelés Ice Cream","BEBETO","Le paquet de 80g",""
"1736675811-744","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Bonbons gelés Ice Cream","BEBETO","","5
            dt
            290"
"1736675811-745","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Gaufrette enrobé au chocolat","PLAISIR","Le paquet de 100g",""
"1736675811-746","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Gaufrette enrobé au chocolat","PLAISIR","","12
            dt
            900"
"1736675811-747","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Biscuits goût vanille Prince","LU","Le paquet de 130g",""
"1736675811-748","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Biscuits goût vanille Prince","LU","","1
            dt
            540"
"1736675811-749","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Biscuits goût chocolat Prince","LU","Le paquet de 130g",""
"1736675811-750","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Biscuits goût chocolat Prince","LU","","1
            dt
            540"
"1736675811-751","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé infustion SLEEP camomille , miel et lavande","AHMAD TEA","La boite de 20 sachets",""
"1736675811-752","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé infustion SLEEP camomille , miel et lavande","AHMAD TEA","","14
            dt
            790"
"1736675811-753","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé vert infusion SLIM au citron ,maté et macha","AHMAD TEA","La boite de 20 sachets",""
"1736675811-754","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé vert infusion SLIM au citron ,maté et macha","AHMAD TEA","","14
            dt
            790"
"1736675811-755","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé infusion IMMUNE au citron , gingembre et curcuma","AHMAD TEA","La boite de 20 sachets",""
"1736675811-756","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé infusion IMMUNE au citron , gingembre et curcuma","AHMAD TEA","","14
            dt
            790"
"1736675811-757","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé infusion fruit maté et graine de guarana","AHMAD TEA","La boite de 20 sachets",""
"1736675811-758","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé infusion fruit maté et graine de guarana","AHMAD TEA","","14
            dt
            790"
"1736675811-759","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé infusion DIGEST à la menthe douce et fenouil","AHMAD TEA","La boite de 20 sachets",""
"1736675811-760","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé infusion DIGEST à la menthe douce et fenouil","AHMAD TEA","","14
            dt
            790"
"1736675811-761","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé infusion BEAUTY à la pêche & pétales de rose","AHMAD TEA","La boite de 20 sachets",""
"1736675811-762","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Thé infusion BEAUTY à la pêche & pétales de rose","AHMAD TEA","","14
            dt
            790"
"1736675811-763","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Café en grain Gourmet","MANARESI","La boite de 250g",""
"1736675811-764","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Café en grain Gourmet","MANARESI","","20
            dt
            990"
"1736675811-765","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Céréales Crunchy aux fruits","SANTE","Le paquet de 350g",""
"1736675811-766","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Céréales Crunchy aux fruits","SANTE","","13
            dt
            490"
"1736675811-767","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Café soluble Classic","NESCAFE","Le bocal de 190g+ 50g gratuit",""
"1736675811-768","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Café soluble Classic","NESCAFE","","30
            dt
            990"
"1736675811-769","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Pâte à tartiner 20% noisettes","VANOISE","Le pot de 330g",""
"1736675811-770","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Pâte à tartiner 20% noisettes","VANOISE","","11
            dt
            220"
"1736675811-771","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Cake crumble et banane","BOLÉRIO","La pièces de 65g",""
"1736675811-772","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Cake crumble et banane","BOLÉRIO","","0
            dt
            810"
"1736675811-773","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Cake family double chocolat","BOLÉRIO","La pièces de 220g",""
"1736675811-774","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Cake family double chocolat","BOLÉRIO","","2
            dt
            990"
"1736675811-775","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Cake family vanille","BOLÉRIO","La pièces de 220g",""
"1736675811-776","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Cake family vanille","BOLÉRIO","","2
            dt
            690"
"1736675811-777","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Cacao en poudre","ARISTO","Le paquet de 250g",""
"1736675811-778","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Cacao en poudre","ARISTO","","5
            dt
            790"
"1736675811-779","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Céréales le Safari","GEPRO'S","Le paquet de 220g",""
"1736675811-780","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=13","Céréales le Safari","GEPRO'S","","6
            dt
            390"
"1736675816-781","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Chocoline en poudre instantanée","SAÏD","Le sachet de 120g",""
"1736675816-782","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Chocoline en poudre instantanée","SAÏD","","2
            dt
            640"
"1736675816-783","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Chamia aux fruits secs","","",""
"1736675816-784","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Chamia aux fruits secs","","","10
            dt
            620"
"1736675816-785","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Céréales Nesquik alphabet","NESTLÉ","Le paquet de 325g",""
"1736675816-786","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Céréales Nesquik alphabet","NESTLÉ","","16
            dt
            000"
"1736675816-787","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Lot de 4 sachets crèmes pâtissière à la vanille et caramel","DR.OETKER","Les 4 sachets dont 1 gratuit",""
"1736675816-788","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Lot de 4 sachets crèmes pâtissière à la vanille et caramel","DR.OETKER","","1
            dt
            790"
"1736675816-789","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Chamia aux fruits secs","SHEHRAZAD","Au Kg",""
"1736675816-790","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Chamia aux fruits secs","SHEHRAZAD","","27
            dt
            600"
"1736675816-791","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Gaufrette cappuccino D'croc","KIF","Le paquet de 110g",""
"1736675816-792","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Gaufrette cappuccino D'croc","KIF","","1
            dt
            810"
"1736675816-793","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Cake grande mère aux pépites","DAILY'N","Le sachet de 700g",""
"1736675816-794","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Cake grande mère aux pépites","DAILY'N","","Prix Spécial
        
        
            5
            dt
            690
            
        
    
        
    
    
        


            Prix normal
        
        
            6
            dt
            370"
"1736675816-795","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Lot de 2 boites Chamia nature","SHEHRAZAD","Le lot de 2 boites de 350g",""
"1736675816-796","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Lot de 2 boites Chamia nature","SHEHRAZAD","","13
            dt
            850"
"1736675816-797","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Tablette chocolat oreo","MILKA","La tablette de 100g",""
"1736675816-798","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Tablette chocolat oreo","MILKA","","10
            dt
            260"
"1736675816-799","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Crunchy muesli 5 grains canneberge et miel","BAKALLAND","Le sachet de 300g",""
"1736675816-800","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Crunchy muesli 5 grains canneberge et miel","BAKALLAND","","17
            dt
            590"
"1736675816-801","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Crunchy muesli au chocolat et aux noisettes","BAKALLAND","Le sachet de 300g",""
"1736675816-802","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Crunchy muesli au chocolat et aux noisettes","BAKALLAND","","17
            dt
            590"
"1736675816-803","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Crunchy muesli aux 5 fruits des bois et au miel","BAKALLAND","Le sachet de 300g",""
"1736675816-804","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Crunchy muesli aux 5 fruits des bois et au miel","BAKALLAND","","17
            dt
            590"
"1736675816-805","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Crunchy muesli aux 5 fruits tropical","BAKALLAND","Le sachet de 300g",""
"1736675816-806","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Crunchy muesli aux 5 fruits tropical","BAKALLAND","","17
            dt
            590"
"1736675816-807","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Crunchy muesli aux 5 fruits secs et miel","BAKALLAND","Le sachet de 300g",""
"1736675816-808","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Crunchy muesli aux 5 fruits secs et miel","BAKALLAND","","17
            dt
            590"
"1736675816-809","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Thé infusion noir en fruits des bois","AKBAR","Les 20 sachets de 2g",""
"1736675816-810","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Thé infusion noir en fruits des bois","AKBAR","","3
            dt
            890"
"1736675816-811","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Pâte à tartiner au chocolat","SAÏD","Le pot de 1Kg",""
"1736675816-812","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Pâte à tartiner au chocolat","SAÏD","","13
            dt
            470"
"1736675816-813","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Café moulu carte noir original","CARTE NOIRE","Le paquet de 200g",""
"1736675816-814","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Café moulu carte noir original","CARTE NOIRE","","16
            dt
            490"
"1736675816-815","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Barre Energy aux noisettes","BAKALLAND","Le paquet de 40g",""
"1736675816-816","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Barre Energy aux noisettes","BAKALLAND","","3
            dt
            290"
"1736675816-817","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Barre Energy avec orange","BAKALLAND","Le paquet de 40g",""
"1736675816-818","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Barre Energy avec orange","BAKALLAND","","3
            dt
            290"
"1736675816-819","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Barre Energy avec banane","BAKALLAND","Le paquet de 40g",""
"1736675816-820","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Barre Energy avec banane","BAKALLAND","","3
            dt
            290"
"1736675816-821","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Barre de chocolat aux noisettes","ARTISTO","La barre de 20g",""
"1736675816-822","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Barre de chocolat aux noisettes","ARTISTO","","0
            dt
            740"
"1736675816-823","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Tablette de chocolat au lait","ARTISTO","La tablette de 90g",""
"1736675816-824","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Tablette de chocolat au lait","ARTISTO","","2
            dt
            960"
"1736675816-825","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Lot Chamia aux amandes  pistache et noisettes","LE MOULIN","Le lot de 3 boites de 350g",""
"1736675816-826","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Lot Chamia aux amandes  pistache et noisettes","LE MOULIN","","19
            dt
            790"
"1736675816-827","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Préparation de bouza à la pure noisettes","VANOISE","Le paquet de 75g",""
"1736675816-828","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html","https://www.carrefour.tn/default/mes-courses-alimentaires/epicerie-sucree.html?p=14","Préparation de bouza à la pure noisettes","VANOISE","","5
            dt
            990"
